Sigle	Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	Gender	Kompositum	Period	Animacy3	Animacy	Freq	Rolle {L.S.}	Moralische Bewertung	Prestige_Lemma
S295_Z180	Schulmeister	menschlich	schulmeister	NB	Georgenthal	1597	WAHR	1	male	1	1	animate	4	2	Geschädigter	positiv	WAHR
S160_Z129	Schultz	menschlich	schulz	NB	Güstrow	1615	WAHR	1	male	0	2	animate	4	1	Geschädigter	positiv	FALSCH
S160_Z124	Schultzen	menschlich	schulze	NB	Güstrow	1615	WAHR	1	male	0	2	animate	4	1	Geschädigter	positiv	FALSCH
S179_Z228	Schuster	menschlich	schuster	NB	Stralsund	1630	WAHR	1	male	0	3	animate	4	1	nicht entschieden	neutral	FALSCH
S62_Z134	Swegersche	menschlich	schwager	NN	Jever	1592	WAHR	0	fem	0	1	animate	4	2	Denunzierte	negativ	FALSCH
S296_Z222	schwager	menschlich	schwager	NN	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	2	Geschädigter	positiv	FALSCH
S178_Z169	Schwede	menschlich	schwede	NN	Stralsund	1630	WAHR	1	male	0	3	animate	4	1	nicht entschieden	neutral	FALSCH
S62_Z129	Swester	menschlich	schwester	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	7	Denunzierte	negativ	FALSCH
S12_Z59	Schwester	menschlich	schwester	NN	Alme	1630	WAHR	0	fem	0	3	animate	3	7	Denunzierte	negativ	FALSCH
S12_Z62	Schwester	menschlich	schwester	NN	Alme	1630	WAHR	0	fem	0	3	animate	3	7	Denunzierte	negativ	FALSCH
S221_Z60	schwester	menschlich	schwester	NN	Gaugrehweiler	1610	FALSCH	0	fem	0	2	animate	3	7	nicht entschieden	neutral	FALSCH
S296_Z217	schwester	menschlich	schwester	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	7	Geschädigte	positiv	FALSCH
S253_Z162	Schwester	menschlich	schwester	NN	Lemberg	1630	WAHR	0	fem	0	3	animate	3	7	Geschädigte	positiv	FALSCH
S254_Z167	Schwester	menschlich	schwester	NN	Lemberg	1630	WAHR	0	fem	0	3	animate	3	7	Geschädigte	positiv	FALSCH
S465_Z145	Schwehern	menschlich	schwiegervater	NN	München	1600	WAHR	1	male	0	1	animate	4	1	nicht entschieden	neutral	FALSCH
S12_Z53	sohn	menschlich	sohn	NN	Alme	1630	FALSCH	0	male	0	3	animate	4	37	Denunzierter	negativ	FALSCH
S15_Z192	sohn	menschlich	sohn	NN	Alme	1630	FALSCH	0	male	0	3	animate	4	37	Denunzierter	negativ	FALSCH
S419_Z271	Sohn	menschlich	sohn	NN	Bamberg	1628	WAHR	1	male	0	3	animate	4	37	Geschädigter	positiv	FALSCH
S220_Z11	Sohn	menschlich	sohn	NN	Gaugrehweiler	1610	WAHR	0	male	0	2	animate	4	37	Justiz&Helfer	positiv	FALSCH
S221_Z44	Sohnen	menschlich	sohn	NN	Gaugrehweiler	1610	WAHR	0	male	0	2	animate	4	37	Geschädigter	positiv	FALSCH
S296_Z217	sohn	menschlich	sohn	NN	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	37	Geschädigter	positiv	FALSCH
S465_Z144	Sohn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S467_Z192	Sohn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Geschädigter	positiv	FALSCH
S468_Z246	Sohn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S465_Z112	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	nicht entschieden	neutral	FALSCH
S466_Z176	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S466_Z188	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S468_Z235	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S468_Z240	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S470_Z337	Söhn	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S467_Z217	Söhnen	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S462_Z24	Sön	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S463_Z42	Sön	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S463_Z65	Sön	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S464_Z78	Sön	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S463_Z57	Sönen	menschlich	sohn	NN	München	1600	WAHR	1	male	0	1	animate	4	37	Angeklagter	negativ	FALSCH
S311_Z48	Sohns	menschlich	sohn	NN	Ostrau	1628	WAHR	1	male	0	3	animate	4	37	Geschädigter	positiv	FALSCH
S318_Z32	Sohn	menschlich	sohn	NN	Rosenburg	1618	WAHR	1	male	0	2	animate	4	37	Denunzierter	negativ	FALSCH
S323_Z233	Sohn	menschlich	sohn	NN	Rosenburg	1618	WAHR	1	male	0	2	animate	4	37	nicht entschieden	neutral	FALSCH
S324_Z348	Sohn	menschlich	sohn	NN	Rosenburg	1618	WAHR	1	male	0	2	animate	4	37	nicht entschieden	neutral	FALSCH
S504_Z201	sohn	menschlich	sohn	NN	Schweinfurt	1616	FALSCH	1	male	0	2	animate	4	37	Angeklagter	negativ	FALSCH
S506_Z274	sohn	menschlich	sohn	NN	Schweinfurt	1616	FALSCH	1	male	0	2	animate	4	37	nicht entschieden	neutral	FALSCH
S508_Z362	sohns	menschlich	sohn	NN	Schweinfurt	1616	FALSCH	1	male	0	2	animate	4	37	nicht entschieden	neutral	FALSCH
S62_Z149	Shuen	menschlich	sohn	NN	Jever	1592	WAHR	0	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S62_Z210	Sohne	menschlich	sohn	NN	Jever	1592	WAHR	0	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S60_Z50	Sone	menschlich	sohn	NN	Jever	1592	WAHR	0	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S63_Z192	Sone	menschlich	sohn	NN	Jever	1592	WAHR	0	male	0	1	animate	4	37	Denunzierter	negativ	FALSCH
S228_Z119	söngen	menschlich	söhnchen	NN	Hamm	1592	FALSCH	0	male	0	1	animate	4	2	Geschädigter	positiv	FALSCH
S229_Z119	Söngen	menschlich	söhnchen	NN	Hamm	1592	WAHR	0	male	0	1	animate	4	2	Geschädigter	positiv	FALSCH
S504_Z180	Söhn-  lein	menschlich	söhnlein	NN	Schweinfurt	1616	WAHR	1	male	0	2	animate	4	4	Angeklagter	negativ	FALSCH
S504_Z189	Söhnlein	menschlich	söhnlein	NN	Schweinfurt	1616	WAHR	1	male	0	2	animate	4	4	Angeklagter	negativ	FALSCH
S504_Z209	Söhnlein	menschlich	söhnlein	NN	Schweinfurt	1616	WAHR	1	male	0	2	animate	4	4	Zeuge 	neutral	FALSCH
S508_Z358	Söhnleins	menschlich	söhnlein	NN	Schweinfurt	1616	WAHR	1	male	0	2	animate	4	4	Zeuge	neutral	FALSCH
S179_Z232	Soldat	menschlich	soldat	NB	Stralsund	1630	WAHR	1	male	0	3	animate	4	4	nicht entschieden	neutral	FALSCH
S175_Z54	Soldaten	menschlich	soldat	NN	Stralsund	1630	WAHR	1	male	0	3	animate	4	4	nicht entschieden	neutral	FALSCH
S176_Z121	Soldaten	menschlich	soldat	NB	Stralsund	1630	WAHR	1	male	0	3	animate	4	4	nicht entschieden	neutral	FALSCH
S178_Z168	Soldaten	menschlich	soldat	NB	Stralsund	1630	WAHR	1	male	0	3	animate	4	4	nicht entschieden	neutral	FALSCH
S12_Z71	Spielman	menschlich	spielmann	NN	Alme	1630	WAHR	0	male	1	3	animate	4	2	Denunzierter	negativ	FALSCH
S15_Z198	Spielman	menschlich	spielmann	NB	Alme	1630	WAHR	0	male	1	3	animate	4	2	Denunzierter	negativ	FALSCH
S295_Z179	Springer	menschlich	springer	NB	Georgenthal	1597	WAHR	1	male	0	1	animate	4	1	Denunzierter	negativ	FALSCH
S466_Z185	Stadlpaurn	menschlich	stadelbauer	NB	München	1600	WAHR	1	male	1	1	animate	4	1	nicht entschieden	neutral	FALSCH
S315_Z227	Stadtrichter	menschlich	stadtrichter	NB	Ostrau	1628	WAHR	1	male	1	3	animate	4	1	Justiz&Helfer	positiv	WAHR
S342_Z174	Stiffsohn	menschlich	stiefsohn	NN	Baden-Baden	1628	WAHR	0	male	1	3	animate	4	3	Geschädigter	positiv	FALSCH
S222_Z102	stieffsohn	menschlich	stiefsohn	NN	Gaugrehweiler	1610	FALSCH	0	male	1	2	animate	4	3	nicht entschieden	neutral	FALSCH
S222_Z111	stieffsohn	menschlich	stiefsohn	NN	Gaugrehweiler	1610	FALSCH	0	male	1	2	animate	4	3	nicht entschieden	neutral	FALSCH
S15_Z192	thochter	menschlich	tochter	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S12_Z50	Tochter	menschlich	tochter	NN	Alme	1630	WAHR	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S12_Z60	tochter	menschlich	tochter	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S13_Z90	Tochter	menschlich	tochter	NN	Alme	1630	WAHR	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S15_Z193	tochter	menschlich	tochter	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S12_Z57	tochtern	menschlich	tochter	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S339_Z65	dochter	menschlich	tochter	NN	Baden-Baden	1628	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S339_Z61	döchter	menschlich	tochter	NN	Baden-Baden	1628	FALSCH	0	fem	0	3	animate	3	33	Denunzierte	negativ	FALSCH
S419_Z281	tochter	menschlich	tochter	NN	Bamberg	1628	FALSCH	1	fem	0	3	animate	3	33	Geschädigte	positiv	FALSCH
S419_Z284	tochter	menschlich	tochter	NN	Bamberg	1628	FALSCH	1	fem	0	3	animate	3	33	Geschädigte	positiv	FALSCH
S295_Z199	Töchter	menschlich	tochter	NN	Georgenthal	1597	WAHR	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S157_Z10	tochtere	menschlich	tochter	NN	Güstrow	1615	FALSCH	1	fem	0	2	animate	3	33	Denunzierte	negativ	FALSCH
S79_Z8	dochter	menschlich	tochter	NN	Meldorf	1618	FALSCH	0	fem	0	2	animate	3	33	nicht entschieden	neutral	FALSCH
S81_Z93	dochter	menschlich	tochter	NN	Meldorf	1618	FALSCH	0	fem	0	2	animate	3	33	nicht entschieden	neutral	FALSCH
S167_Z49	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S167_Z52	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S167_Z56	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S167_61	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S169_Z120	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S169_Z140	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	nicht entschieden	neutral	FALSCH
S169_Z151	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	Zeugin	neutral	FALSCH
S170_Z163	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	33	Zeugin	neutral	FALSCH
S171_Z214	tochter	menschlich	tochter	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	2	33	Denunzierte	negativ	FALSCH
S394_Z127	Tochter	menschlich	tochter	NN	Riedlingen	1596	WAHR	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S322_Z194	tochter	menschlich	tochter	NN	Rosenburg	1618	FALSCH	1	fem	0	2	animate	3	33	nicht entschieden	neutral	FALSCH
S60_Z64	dochter	menschlich	tochter	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S60_Z68	Dochter	menschlich	tochter	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	33	Zeugin	neutral	FALSCH
S60_Z82	Dochter	menschlich	tochter	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S62_Z138LN	dochter	menschlich	tochter	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	33	Denunzierte 	negativ	FALSCH
S62_Z138	Dochter	menschlich	tochter	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S64_Z208	Dochter	menschlich	tochter	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S64_Z213	Dochter	menschlich	tochter	NN	Jever	1592	WAHR	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S61_Z84	dochtern	menschlich	tochter	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	33	Denunzierte	negativ	FALSCH
S229_Z119	dochtergen	menschlich	töchterchen	NN	Hamm	1592	FALSCH	0	fem	0	1	animate	3	1	Geschädigte	positiv	FALSCH
S167_Z43	tochterman	menschlich	tochtermann	NN	Perleberg	1588	FALSCH	1	male	0	1	animate	2	1	nicht entschieden	neutral	FALSCH
S169_Z128	topffers	menschlich	töpfer	NB	Perleberg	1588	FALSCH	1	male	0	1	animate	4	1	Geschädigter	positiv	FALSCH
S63_Z188	Trum- menschleger	menschlich	trommelschläger	NB	Jever	1592	WAHR	0	male	1	1	animate	4	3	Denunzierter	negativ	FALSCH
S63_Z186	Trummenschleger	menschlich	trommelschläger	NB	Jever	1592	WAHR	0	male	1	1	animate	4	3	Denunzierter	negativ	FALSCH
S63_Z193	Trummenschleger	menschlich	trommelschläger	NB	Jever	1592	WAHR	0	male	1	1	animate	4	3	Denunzierter	negativ	FALSCH
S222_Z120	Wächter	menschlich	wächter	NB	Gaugrehweiler	1610	WAHR	0	male	0	2	animate	4	1	nicht entschieden	neutral	FALSCH
S469_Z310	war- seger	menschlich	wahrsager	NB	München	1600	FALSCH	1	male	1	1	animate	4	1	Denunzierter	negativ	FALSCH
S345_Z8	wasenmaister	menschlich	wasenmeister	NB	Günzburg	1613	FALSCH	0	male	1	2	animate	4	1	Denunzierter	negativ	FALSCH
S296_Z224	weber	menschlich	weber	NB	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	2	Geschädigter	positiv	FALSCH
S468_Z266	weber	menschlich	weber	NB	München	1600	FALSCH	1	male	0	1	animate	4	2	Denunzierter	negativ	FALSCH
S339_Z61	Wöberin	menschlich	weberin	NB	Baden-Baden	1628	WAHR	0	fem	0	3	animate	3	1	Denunzierte	negativ	FALSCH
S13_Z94	weib	menschlich	weib	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	47	Denunzierte	negativ	FALSCH
S15_Z199	weib	menschlich	weib	NN	Alme	1630	FALSCH	0	fem	0	3	animate	3	47	Denunzierte	negativ	FALSCH
S291_Z20	Weib	menschlich	weib	NN	Georgenthal	1597	WAHR	1	fem	0	1	animate	3	47	Geschädigte	positiv	FALSCH
S294_Z154	weib	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Geschädigte	positiv	FALSCH
S293_Z120	weib	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S294_Z158	weib	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Geschädigte	positiv	FALSCH
S293_Z88	weibe	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	nicht entschieden	neutral	FALSCH
S293_Z117	weiber	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Geschädigte	positiv	FALSCH
S294_Z144	weiber	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S297_Z257	weiber	menschlich	weib	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S348_Z133	weib	menschlich	weib	NN	Günzburg	1613	FALSCH	0	fem	0	2	animate	3	47	Geschädigte	positiv	FALSCH
S157_Z29	weib	menschlich	weib	NN	Güstrow	1615	FALSCH	1	fem	0	2	animate	3	47	Denunzierte	negativ	FALSCH
S159_Z112	weib	menschlich	weib	NN	Güstrow	1615	FALSCH	1	fem	0	2	animate	3	47	Denunzierte	negativ	FALSCH
S160_Z125	weibe	menschlich	weib	NN	Güstrow	1615	FALSCH	1	fem	0	2	animate	3	47	Angeklagte	negativ	FALSCH
S81_Z100	Wibe	menschlich	weib	NN	Meldorf	1618	WAHR	0	fem	0	2	animate	3	47	Geschädigte	positiv	FALSCH
S79_Z2	Wiben	menschlich	weib	NN	Meldorf	1618	WAHR	0	fem	0	2	animate	3	47	Angeklagte	negativ	FALSCH
S81_Z80	Wiben	menschlich	weib	NN	Meldorf	1618	WAHR	0	fem	0	2	animate	3	47	Geschädigte	positiv	FALSCH
S81_Z98	Wiben	menschlich	weib	NN	Meldorf	1618	WAHR	0	fem	0	2	animate	3	47	Angeklagte	negativ	FALSCH
S464_Z105	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S465_Z111	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S465_114	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S465_Z116	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S465_Z118	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S465_Z124	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S468_Z240	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S470_Z334	weib	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S462_Z13	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S462_Z13	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S462_Z18	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S462_Z24	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S463_Z42	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S463_Z61	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S463_Z61	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S464_Z78	weyb	menschlich	weib	NN	München	1600	FALSCH	1	fem	0	1	animate	3	47	Angeklagte	negativ	FALSCH
S311_Z70	Weib	menschlich	weib	NN	Ostrau	1628	WAHR	1	fem	0	3	animate	3	47	nicht entschieden	neutral	FALSCH
S166_Z6	weiber	menschlich	weib	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	47	Zeugin	neutral	FALSCH
S394_Z128	Weib	menschlich	weib	NN	Riedlingen	1596	WAHR	0	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S318_Z7	weib	menschlich	weib	NN	Rosenburg	1618	FALSCH	1	fem	0	2	animate	3	47	Angeklagte	negativ	FALSCH
S320_Z92	weib	menschlich	weib	NN	Rosenburg	1618	FALSCH	1	fem	0	2	animate	3	47	Geschädigte	positiv	FALSCH
S323_Z212	weib	menschlich	weib	NN	Rosenburg	1618	FALSCH	1	fem	0	2	animate	3	47	nicht entschieden	neutral	FALSCH
S321_Z157	Witbe	menschlich	weib	NN	Rosenburg	1618	WAHR	1	fem	0	2	animate	3	47	nicht entschieden	neutral	FALSCH
S180_Z251	weibe	menschlich	weib	NN	Stralsund	1630	FALSCH	1	fem	0	3	animate	3	47	nicht entschieden	neutral	FALSCH
S60_Z83	weib	menschlich	weib	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S62_Z133LN	weib	menschlich	weib	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S62_Z135	weib	menschlich	weib	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	47	Denunzierte	negativ	FALSCH
S59_Z33	weiber	menschlich	weib	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	47	nicht entschieden	neutral	FALSCH
S65_Z262	weiber	menschlich	weib	NN	Jever	1592	FALSCH	0	fem	0	1	animate	3	47	Zeugin	neutral	FALSCH
S415_Z104	weibsbildt	menschlich	weibsbild	NN	Bamberg	1628	FALSCH	1	fem	1	3	animate	3	2	Denunzierte	negativ	FALSCH
S310_Z16	Weibes Bilde	menschlich	weibsbild	NN	Ostrau	1628	WAHR	1	fem	1	3	animate	3	2	Denunzierte	negativ	FALSCH
S347_Z107	weibs Persohnen	menschlich	weibsperson	NN	Günzburg	1613	FALSCH	0	fem	1	2	animate	3	2	Denunzierte	negativ	FALSCH
S395_Z176	Weibßperson	menschlich	weibsperson	NN	Riedlingen	1596	WAHR	0	fem	1	1	animate	3	2	Angeklagte	negativ	FALSCH
S12_Z77	wehr- wulffe	menschlich	werwolf	NN	Alme	1630	FALSCH	0	male	0	3	animate	4	2	Denunzierter	negativ	FALSCH
S13_Z94	wehrwulffin	menschlich	werwolf	NN	Alme	1630	FALSCH	0	fem	0	3	animate	4	2	Denunzierte	negativ	FALSCH
S323_Z212	wintzers	menschlich	winzer	NB	Rosenburg	1618	FALSCH	1	male	0	2	animate	4	1	nicht entschieden	neutral	FALSCH
S297_Z253	wirtt	menschlich	wirt	NB	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	5	Geschädigter	positiv	FALSCH
S296_Z235	wirtten	menschlich	wirt	NB	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	5	Geschädigter	positiv	FALSCH
S296_Z238	wirtten	menschlich	wirt	NB	Georgenthal	1597	FALSCH	1	male	0	1	animate	4	5	Geschädigter	positiv	FALSCH
S465_Z133	wiert	menschlich	wirt	NB	München	1600	FALSCH	1	male	0	1	animate	4	5	nicht entschieden	neutral	FALSCH
S466_Z171	wiert	menschlich	wirt	NB	München	1600	FALSCH	1	male	0	1	animate	4	5	nicht entschieden	neutral	FALSCH
S506_Z291	Wirtin	menschlich	wirtin	NN	Schweinfurt	1616	WAHR	1	fem	0	2	animate	3	1	Geschädigte	positiv	FALSCH
S338_Z2	Wittib	menschlich	witwe	NN	Baden-Baden	1628	WAHR	0	fem	0	3	animate	3	13	Angeklagte	negativ	FALSCH
S419_Z303	wittib	menschlich	witwe	NN	Bamberg	1628	FALSCH	1	fem	0	3	animate	3	13	Denunzierte	negativ	FALSCH
S294_Z153	widtwe	menschlich	witwe	NN	Georgenthal	1597	FALSCH	1	fem	0	1	animate	3	13	Geschädigte	positiv	FALSCH
S347_Z113	wittib	menschlich	witwe	NN	Günzburg	1613	FALSCH	0	fem	0	2	animate	3	13	Angeklagte	negativ	FALSCH
S157_Z4	witwe	menschlich	witwe	NN	Güstrow	1615	FALSCH	1	fem	0	2	animate	3	13	Angeklagte	negativ	FALSCH
S167_Z64	widttwen	menschlich	witwe	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	13	Geschädigte	positiv	FALSCH
S168_Z84	widtwe	menschlich	witwe	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	13	Geschädigte	positiv	FALSCH
S168_Z100	widtwe	menschlich	witwe	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	13	Angeklagte	negativ	FALSCH
S393_Z113	Wittib	menschlich	witwe	NN	Riedlingen	1596	WAHR	0	fem	0	1	animate	3	13	Geschädigte	positiv	FALSCH
S500_Z10	witib	menschlich	witwe	NN	Schweinfurt	1616	FALSCH	1	fem	0	2	animate	3	13	Klägerin	positiv	FALSCH
S506_Z279	Witwe	menschlich	witwe	NN	Schweinfurt	1616	WAHR	1	fem	0	2	animate	3	13	Zeugin	neutral	FALSCH
S507_Z300	Witwe	menschlich	witwe	NN	Schweinfurt	1616	WAHR	1	fem	0	2	animate	3	13	nicht entschieden	neutral	FALSCH
S174_Z6	Wittib	menschlich	witwe	NN	Stralsund	1630	WAHR	1	fem	0	3	animate	3	13	Angeklagte	negativ	FALSCH
S80_Z45	tho kiker	menschlich	zuschauer	NN	Meldorf	1618	FALSCH	0	male	0	2	animate	4	1	nicht entschieden	neutral	FALSCH
S170_Z181	dwerg	menschlich	zwerg	NN	Perleberg	1588	FALSCH	1	male	0	1	animate	4	1	nicht entschieden	neutral	FALSCH
S170_Z182	dwergin	menschlich	zwergin	NN	Perleberg	1588	FALSCH	1	fem	0	1	animate	3	1	nicht entschieden	neutral	FALSCH
